severity,category,jira_key,schedule_key,project_key,issue_type,summary,field,old_value,new_value,color,message,reviewer_action,source_row,planning_date,planning_bucket
Info,AddedEpic,PLAT-4029,PLAT-4029,PLAT,Epic,Client Walkthrough - Deployment runner fixVersion example,Fix Version,,Shared Services 2026,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,33,2026-05-25,Immediate
Info,AddedEpic,PLAT-4029,PLAT-4029,PLAT,Epic,Client Walkthrough - Deployment runner fixVersion example,% Complete,,22,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,33,2026-05-25,Immediate
Info,AddedEpic,PLAT-4029,PLAT-4029,PLAT,Epic,Client Walkthrough - Deployment runner fixVersion example,Total Story Points,,27,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,33,2026-05-25,Immediate
Info,AddedEpic,PLAT-4029,PLAT-4029,PLAT,Epic,Client Walkthrough - Deployment runner fixVersion example,Completed Story Points,,6,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,33,2026-05-25,Immediate
Info,AddedEpic,PLAT-4029,PLAT-4029,PLAT,Epic,Client Walkthrough - Deployment runner fixVersion example,Logged Hours,,12.5,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,33,2026-05-25,Immediate
Info,AddedEpic,PLAT-4029,PLAT-4029,PLAT,Epic,Client Walkthrough - Deployment runner fixVersion example,Story Point Ratio,,24,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,33,2026-05-25,Immediate
Info,AddedEpic,PLAT-4029,PLAT-4029,PLAT,Epic,Client Walkthrough - Deployment runner fixVersion example,Jira Target Start,,2026-09-28,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,33,2026-05-25,Immediate
Info,AddedEpic,PLAT-4029,PLAT-4029,PLAT,Epic,Client Walkthrough - Deployment runner fixVersion example,Jira Target End,,2026-11-23,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,33,2026-05-25,Immediate
Info,AddedEpic,PLAT-4026,PLAT-4026,PLAT,Epic,Client Walkthrough - Stale completed fixVersion hidden from manager report,Name,,Client Walkthrough - Stale completed fixVersion hidden from manager report,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,34,2025-10-06,Immediate
Info,AddedEpic,PLAT-4026,PLAT-4026,PLAT,Epic,Client Walkthrough - Stale completed fixVersion hidden from manager report,Rollup Key,,Legacy Platform Release,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,34,2025-10-06,Immediate
Info,AddedEpic,PLAT-4026,PLAT-4026,PLAT,Epic,Client Walkthrough - Stale completed fixVersion hidden from manager report,Resource Group,,Platform Engineering,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,34,2025-10-06,Immediate
Info,AddedEpic,PLAT-4026,PLAT-4026,PLAT,Epic,Client Walkthrough - Stale completed fixVersion hidden from manager report,Fix Version,,Legacy Platform Release,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,34,2025-10-06,Immediate
Info,AddedEpic,PLAT-4026,PLAT-4026,PLAT,Epic,Client Walkthrough - Stale completed fixVersion hidden from manager report,% Complete,,100,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,34,2025-10-06,Immediate
Info,AddedEpic,PLAT-4026,PLAT-4026,PLAT,Epic,Client Walkthrough - Stale completed fixVersion hidden from manager report,Total Story Points,,19,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,34,2025-10-06,Immediate
Info,AddedEpic,PLAT-4026,PLAT-4026,PLAT,Epic,Client Walkthrough - Stale completed fixVersion hidden from manager report,Completed Story Points,,19,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,34,2025-10-06,Immediate
Info,AddedEpic,PLAT-4026,PLAT-4026,PLAT,Epic,Client Walkthrough - Stale completed fixVersion hidden from manager report,Logged Hours,,15,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,34,2025-10-06,Immediate
Info,AddedEpic,PLAT-4026,PLAT-4026,PLAT,Epic,Client Walkthrough - Stale completed fixVersion hidden from manager report,Story Point Ratio,,10.13,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,34,2025-10-06,Immediate
Info,AddedEpic,PLAT-4026,PLAT-4026,PLAT,Epic,Client Walkthrough - Stale completed fixVersion hidden from manager report,Jira Target Start,,2025-10-06,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,34,2025-10-06,Immediate
Info,AddedEpic,PLAT-4026,PLAT-4026,PLAT,Epic,Client Walkthrough - Stale completed fixVersion hidden from manager report,Jira Target End,,2026-01-15,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,34,2025-10-06,Immediate
Info,AddedEpic,PLAT-4027,PLAT-4027,PLAT,Epic,Client Walkthrough - Completed fixVersion missing Resolved date example,Name,,Client Walkthrough - Completed fixVersion missing Resolved date example,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,35,2025-11-03,Immediate
Info,AddedEpic,PLAT-4027,PLAT-4027,PLAT,Epic,Client Walkthrough - Completed fixVersion missing Resolved date example,Rollup Key,,Resolved Date Review Release,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,35,2025-11-03,Immediate
Info,AddedEpic,PLAT-4027,PLAT-4027,PLAT,Epic,Client Walkthrough - Completed fixVersion missing Resolved date example,Resource Group,,Platform Engineering,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,35,2025-11-03,Immediate
Info,AddedEpic,PLAT-4027,PLAT-4027,PLAT,Epic,Client Walkthrough - Completed fixVersion missing Resolved date example,Fix Version,,Resolved Date Review Release,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,35,2025-11-03,Immediate
Info,AddedEpic,PLAT-4027,PLAT-4027,PLAT,Epic,Client Walkthrough - Completed fixVersion missing Resolved date example,% Complete,,100,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,35,2025-11-03,Immediate
Info,AddedEpic,PLAT-4027,PLAT-4027,PLAT,Epic,Client Walkthrough - Completed fixVersion missing Resolved date example,Total Story Points,,21,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,35,2025-11-03,Immediate
Info,AddedEpic,PLAT-4027,PLAT-4027,PLAT,Epic,Client Walkthrough - Completed fixVersion missing Resolved date example,Completed Story Points,,21,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,35,2025-11-03,Immediate
Info,AddedEpic,PLAT-4027,PLAT-4027,PLAT,Epic,Client Walkthrough - Completed fixVersion missing Resolved date example,Logged Hours,,23.5,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,35,2025-11-03,Immediate
Info,AddedEpic,PLAT-4027,PLAT-4027,PLAT,Epic,Client Walkthrough - Completed fixVersion missing Resolved date example,Story Point Ratio,,7.15,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,35,2025-11-03,Immediate
Info,AddedEpic,PLAT-4027,PLAT-4027,PLAT,Epic,Client Walkthrough - Completed fixVersion missing Resolved date example,Jira Target Start,,2025-11-03,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,35,2025-11-03,Immediate
Info,AddedEpic,PLAT-4027,PLAT-4027,PLAT,Epic,Client Walkthrough - Completed fixVersion missing Resolved date example,Jira Target End,,2026-02-13,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,35,2025-11-03,Immediate
Info,AddedEpic,PLAT-4000,PLAT-4000,PLAT,Epic,Scale Rows - Platform Services - Kubernetes platform upgrade wave 01,Name,,Scale Rows - Platform Services - Kubernetes platform upgrade wave 01,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,134,2026-06-01,Immediate
Info,AddedEpic,PLAT-4000,PLAT-4000,PLAT,Epic,Scale Rows - Platform Services - Kubernetes platform upgrade wave 01,Rollup Key,,Platform Q1,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,134,2026-06-01,Immediate
Info,AddedEpic,PLAT-4000,PLAT-4000,PLAT,Epic,Scale Rows - Platform Services - Kubernetes platform upgrade wave 01,Resource Group,,Platform Engineering,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,134,2026-06-01,Immediate
Info,AddedEpic,PLAT-4000,PLAT-4000,PLAT,Epic,Scale Rows - Platform Services - Kubernetes platform upgrade wave 01,Fix Version,,Platform Q1,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,134,2026-06-01,Immediate
Info,AddedEpic,PLAT-4000,PLAT-4000,PLAT,Epic,Scale Rows - Platform Services - Kubernetes platform upgrade wave 01,% Complete,,42,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,134,2026-06-01,Immediate
Info,AddedEpic,PLAT-4000,PLAT-4000,PLAT,Epic,Scale Rows - Platform Services - Kubernetes platform upgrade wave 01,Total Story Points,,19,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,134,2026-06-01,Immediate
Info,AddedEpic,PLAT-4000,PLAT-4000,PLAT,Epic,Scale Rows - Platform Services - Kubernetes platform upgrade wave 01,Completed Story Points,,8,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,134,2026-06-01,Immediate
Info,AddedEpic,PLAT-4000,PLAT-4000,PLAT,Epic,Scale Rows - Platform Services - Kubernetes platform upgrade wave 01,Logged Hours,,15.5,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,134,2026-06-01,Immediate
Info,AddedEpic,PLAT-4000,PLAT-4000,PLAT,Epic,Scale Rows - Platform Services - Kubernetes platform upgrade wave 01,Story Point Ratio,,128,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,134,2026-06-01,Immediate
Info,AddedEpic,PLAT-4000,PLAT-4000,PLAT,Epic,Scale Rows - Platform Services - Kubernetes platform upgrade wave 01,Jira Target Start,,2026-08-31,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,134,2026-06-01,Immediate
Info,AddedEpic,PLAT-4000,PLAT-4000,PLAT,Epic,Scale Rows - Platform Services - Kubernetes platform upgrade wave 01,Jira Target End,,2026-09-28,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,134,2026-06-01,Immediate
Info,AddedEpic,PLAT-4010,PLAT-4010,PLAT,Epic,Scale Rows - Platform Services - Secrets management wave 11,Name,,Scale Rows - Platform Services - Secrets management wave 11,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,141,2026-05-18,Immediate
Info,AddedEpic,PLAT-4010,PLAT-4010,PLAT,Epic,Scale Rows - Platform Services - Secrets management wave 11,Rollup Key,,Platform Q2,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,141,2026-05-18,Immediate
Info,AddedEpic,PLAT-4010,PLAT-4010,PLAT,Epic,Scale Rows - Platform Services - Secrets management wave 11,Resource Group,,Platform Engineering,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,141,2026-05-18,Immediate
Info,AddedEpic,PLAT-4010,PLAT-4010,PLAT,Epic,Scale Rows - Platform Services - Secrets management wave 11,Fix Version,,Platform Q2,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,141,2026-05-18,Immediate
Info,AddedEpic,PLAT-4010,PLAT-4010,PLAT,Epic,Scale Rows - Platform Services - Secrets management wave 11,% Complete,,32,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,141,2026-05-18,Immediate
Info,AddedEpic,PLAT-4010,PLAT-4010,PLAT,Epic,Scale Rows - Platform Services - Secrets management wave 11,Total Story Points,,19,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,141,2026-05-18,Immediate
Info,AddedEpic,PLAT-4010,PLAT-4010,PLAT,Epic,Scale Rows - Platform Services - Secrets management wave 11,Completed Story Points,,6,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,141,2026-05-18,Immediate
Info,AddedEpic,PLAT-4010,PLAT-4010,PLAT,Epic,Scale Rows - Platform Services - Secrets management wave 11,Logged Hours,,16,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,141,2026-05-18,Immediate
Info,AddedEpic,PLAT-4010,PLAT-4010,PLAT,Epic,Scale Rows - Platform Services - Secrets management wave 11,Story Point Ratio,,6.4,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,141,2026-05-18,Immediate
Info,AddedEpic,PLAT-4010,PLAT-4010,PLAT,Epic,Scale Rows - Platform Services - Secrets management wave 11,Jira Target Start,,2026-05-18,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,141,2026-05-18,Immediate
Info,AddedEpic,PLAT-4010,PLAT-4010,PLAT,Epic,Scale Rows - Platform Services - Secrets management wave 11,Jira Target End,,2026-06-15,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,141,2026-05-18,Immediate
Info,AddedEpic,PLAT-4010,PLAT-4010,PLAT,Epic,Scale Rows - Platform Services - Secrets management wave 11,Predecessors,,PLAT-4009,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,141,2026-05-18,Immediate
Info,AddedEpic,PLAT-4001,PLAT-4001,PLAT,Epic,Scale Rows - Platform Services - Build runner rotation wave 02,Name,,Scale Rows - Platform Services - Build runner rotation wave 02,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,143,2026-05-18,Immediate
Info,AddedEpic,PLAT-4001,PLAT-4001,PLAT,Epic,Scale Rows - Platform Services - Build runner rotation wave 02,Rollup Key,,Platform Q2,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,143,2026-05-18,Immediate
Info,AddedEpic,PLAT-4001,PLAT-4001,PLAT,Epic,Scale Rows - Platform Services - Build runner rotation wave 02,Resource Group,,Platform Engineering,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,143,2026-05-18,Immediate
Info,AddedEpic,PLAT-4001,PLAT-4001,PLAT,Epic,Scale Rows - Platform Services - Build runner rotation wave 02,Fix Version,,Platform Q2,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,143,2026-05-18,Immediate
Info,AddedEpic,PLAT-4001,PLAT-4001,PLAT,Epic,Scale Rows - Platform Services - Build runner rotation wave 02,% Complete,,33,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,143,2026-05-18,Immediate
Info,AddedEpic,PLAT-4001,PLAT-4001,PLAT,Epic,Scale Rows - Platform Services - Build runner rotation wave 02,Total Story Points,,21,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,143,2026-05-18,Immediate
Info,AddedEpic,PLAT-4001,PLAT-4001,PLAT,Epic,Scale Rows - Platform Services - Build runner rotation wave 02,Completed Story Points,,7,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,143,2026-05-18,Immediate
Info,AddedEpic,PLAT-4001,PLAT-4001,PLAT,Epic,Scale Rows - Platform Services - Build runner rotation wave 02,Logged Hours,,15,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,143,2026-05-18,Immediate
Info,AddedEpic,PLAT-4001,PLAT-4001,PLAT,Epic,Scale Rows - Platform Services - Build runner rotation wave 02,Story Point Ratio,,7,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,143,2026-05-18,Immediate
Info,AddedEpic,PLAT-4001,PLAT-4001,PLAT,Epic,Scale Rows - Platform Services - Build runner rotation wave 02,Jira Target Start,,2026-09-07,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,143,2026-05-18,Immediate
Info,AddedEpic,PLAT-4001,PLAT-4001,PLAT,Epic,Scale Rows - Platform Services - Build runner rotation wave 02,Jira Target End,,2026-10-12,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,143,2026-05-18,Immediate
Info,AddedEpic,PLAT-4001,PLAT-4001,PLAT,Epic,Scale Rows - Platform Services - Build runner rotation wave 02,Predecessors,,PLAT-4000,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,143,2026-05-18,Immediate
Info,AddedEpic,PLAT-4020,PLAT-4020,PLAT,Epic,Scale Rows - Platform Services - Service mesh controls wave 21,Name,,Scale Rows - Platform Services - Service mesh controls wave 21,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,148,2026-05-25,Immediate
Info,AddedEpic,PLAT-4020,PLAT-4020,PLAT,Epic,Scale Rows - Platform Services - Service mesh controls wave 21,Rollup Key,,Shared Services 2026,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,148,2026-05-25,Immediate
Info,AddedEpic,PLAT-4020,PLAT-4020,PLAT,Epic,Scale Rows - Platform Services - Service mesh controls wave 21,Resource Group,,Platform Engineering,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,148,2026-05-25,Immediate
Info,AddedEpic,PLAT-4020,PLAT-4020,PLAT,Epic,Scale Rows - Platform Services - Service mesh controls wave 21,Fix Version,,Shared Services 2026,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,148,2026-05-25,Immediate
Info,AddedEpic,PLAT-4020,PLAT-4020,PLAT,Epic,Scale Rows - Platform Services - Service mesh controls wave 21,% Complete,,58,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,148,2026-05-25,Immediate
Info,AddedEpic,PLAT-4020,PLAT-4020,PLAT,Epic,Scale Rows - Platform Services - Service mesh controls wave 21,Total Story Points,,19,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,148,2026-05-25,Immediate
Info,AddedEpic,PLAT-4020,PLAT-4020,PLAT,Epic,Scale Rows - Platform Services - Service mesh controls wave 21,Completed Story Points,,11,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,148,2026-05-25,Immediate
Info,AddedEpic,PLAT-4020,PLAT-4020,PLAT,Epic,Scale Rows - Platform Services - Service mesh controls wave 21,Logged Hours,,16.5,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,148,2026-05-25,Immediate
Info,AddedEpic,PLAT-4020,PLAT-4020,PLAT,Epic,Scale Rows - Platform Services - Service mesh controls wave 21,Story Point Ratio,,16,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,148,2026-05-25,Immediate
Info,AddedEpic,PLAT-4020,PLAT-4020,PLAT,Epic,Scale Rows - Platform Services - Service mesh controls wave 21,Jira Target Start,,2026-07-27,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,148,2026-05-25,Immediate
Info,AddedEpic,PLAT-4020,PLAT-4020,PLAT,Epic,Scale Rows - Platform Services - Service mesh controls wave 21,Jira Target End,,2026-08-24,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,148,2026-05-25,Immediate
Info,AddedEpic,PLAT-4020,PLAT-4020,PLAT,Epic,Scale Rows - Platform Services - Service mesh controls wave 21,Predecessors,,PLAT-4019,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,148,2026-05-25,Immediate
Info,AddedEpic,PLAT-4011,PLAT-4011,PLAT,Epic,Scale Rows - Platform Services - Shared logging wave 12,Name,,Scale Rows - Platform Services - Shared logging wave 12,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,150,2026-05-25,Immediate
Info,AddedEpic,PLAT-4011,PLAT-4011,PLAT,Epic,Scale Rows - Platform Services - Shared logging wave 12,Rollup Key,,Shared Services 2026,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,150,2026-05-25,Immediate
Info,AddedEpic,PLAT-4011,PLAT-4011,PLAT,Epic,Scale Rows - Platform Services - Shared logging wave 12,Resource Group,,Platform Engineering,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,150,2026-05-25,Immediate
Info,AddedEpic,PLAT-4011,PLAT-4011,PLAT,Epic,Scale Rows - Platform Services - Shared logging wave 12,Fix Version,,Shared Services 2026,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,150,2026-05-25,Immediate
Info,AddedEpic,PLAT-4011,PLAT-4011,PLAT,Epic,Scale Rows - Platform Services - Shared logging wave 12,% Complete,,41,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,150,2026-05-25,Immediate
Info,AddedEpic,PLAT-4011,PLAT-4011,PLAT,Epic,Scale Rows - Platform Services - Shared logging wave 12,Total Story Points,,27,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,150,2026-05-25,Immediate
Info,AddedEpic,PLAT-4011,PLAT-4011,PLAT,Epic,Scale Rows - Platform Services - Shared logging wave 12,Completed Story Points,,11,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,150,2026-05-25,Immediate
Info,AddedEpic,PLAT-4011,PLAT-4011,PLAT,Epic,Scale Rows - Platform Services - Shared logging wave 12,Logged Hours,,19.5,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,150,2026-05-25,Immediate
Info,AddedEpic,PLAT-4011,PLAT-4011,PLAT,Epic,Scale Rows - Platform Services - Shared logging wave 12,Story Point Ratio,,8.8,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,150,2026-05-25,Immediate
