Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Due Date,Votes,Description,Environment,Watchers,Watchers,Watchers,Watchers,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Original),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Inward issue link (Requirement),Outward issue link (Requirement),Attachment,Attachment,Custom field (Approval History),Custom field (Build Manager),Custom field (Build Manager Responded),Custom field (Build Manager Response),Custom field (Completion Criteria),Custom field (Configuration Notes),Custom field (Cyber Reviewer KB Comment),Custom field (Cyber Reviewer Responded),Custom field (Cyber Reviewer Response),Custom field (Dependency Needed From),Custom field (Dependency Needed From),Custom field (Dependency Needed From),Custom field (Dependency Needed From),Custom field (Dependency Owed To),Custom field (Developer),Custom field (Document Number),Custom field (Driver Response),Custom field (ECD),Custom field (Epic Colour),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Epic Workflow Status),Custom field (Flagged),Custom field (GitLab URL IP Address),Custom field (Hardware Reviewer KB Comment),Custom field (Hardware Reviewer Responded),Custom field (Hardware Reviewer Response),Custom field (Issue Use),Custom field (Issue Use),Custom field (JQL Query),Custom field (Kickback Count),Custom field (Kickback Message),Custom field (Last Comment),Custom field (MR ID),Custom field (Milestone Entrance Criteria),Custom field (My Last Comment),Custom field (Network Reviewer),Custom field (Network Reviewer KB Comment),Custom field (Network Reviewer Responded),Custom field (Network Reviewer Response),Custom field (Original story points),Custom field (PTR ID),Custom field (Parent Link),Custom field (Peer Reviewer),Custom field (Peer Reviewer 2),Custom field (Peer Reviewer 3),Custom field (Peer Reviewer 3 Alloc (SP)),Custom field (Peer Reviewer 4),Custom field (Peer Reviewer 4 Alloc (SP)),Custom field (Peer Reviewer 5),Custom field (Project Engineer KB Comment),Custom field (Project Engineer Responded),Custom field (Project Engineer Response),Custom field (Project Lead KB Comment),Custom field (Project Lead Responded),Custom field (Project Lead Response),Custom field (RCR),Custom field (Rank),Custom field (Reviewer 1 KB Comment),Custom field (Reviewer 1 Responded),Custom field (Reviewer 1 Response),Custom field (Reviewer 2 KB Comment),Custom field (Reviewer 2 Responded),Custom field (Reviewer 2 Response),Custom field (Reviewer 3 KB Comment),Custom field (Reviewer 3 Responded),Custom field (Reviewer 3 Response),Custom field (Reviewer 4 KB Comment),Custom field (Reviewer 4 Responded),Custom field (Reviewer 4 Response),Custom field (Reviewer 5 KB Comment),Custom field (Reviewer 5 Responded),Custom field (Reviewer 5 Response),Custom field (Risk),Custom field (Safety Reviewer KB Comment),Custom field (Safety Reviewer Responded),Custom field (Safety Reviewer Response),Custom field (Software Reviewer KB Comment),Custom field (Software Reviewer Responded),Custom field (Software Reviewer Response),Sprint,Sprint,Sprint,Sprint,Custom field (Sr. Peer Reviewer),Custom field (Sr. Peer Reviewer KB Comment),Custom field (Sr. Peer Reviewer Response),Custom field (Sr. Reviewer Responded),Custom field (Story Points),Custom field (Systems Reviewer KB Comment),Custom field (Systems Reviewer Responded),Custom field (Systems Reviewer Response),Custom field (Target Progress),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test Reviewer KB Comment),Custom field (Test Reviewer Responded),Custom field (Test Reviewer Response),Custom field (Test Setup),Custom field (Time Spent By User),Custom field (Time Spent Total (hrs)),Custom field (Total Time Estimated (hrs)),Custom field (UUT),Custom field (Visual Verifier Response),Custom field (ΣBurnup (%)),Custom field (ΣDone SPs),Custom field (ΣIn Progress SPs),Custom field (ΣOrigEst (Hrs)),Custom field (ΣOriginal SPs),Custom field (ΣPercent Complete (%)),Custom field (ΣPercent Complete (%) (Hrs)),Custom field (ΣPlanned SPs),Custom field (ΣRemaining SPs),Custom field (ΣTime Estimate (Hrs)),Custom field (ΣTime Remaining (Hrs)),Custom field (ΣTime Spent (Hrs)),Comment,Comment,Comment,Comment
RCR 4467- Peer Review,SSWIF-4914,110128,Task,To Do,SSWIF,SSWIF,software,dingram1,"dedicated scrum space for ICD Leads, at the request of the SYS product owner and SYS management.",,Medium,,bchadwic,cwhite10,cwhite10,28/Aug/26 11:44 AM,14/Sep/26 11:52 AM,18/Sep/26 3:23 PM,,,PI19,PI20,VA-SSW-ESTP-ICD-001,,,,,,,,,,,30/Sep/26 12:00 AM,0,,,cwhite10,,,,,,,,,,,,,,,,5760,5760,,0%,5760,5760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bchadwic,,,30/Sep/26 12:00 AM,,SSWIF-4578,,,In Progress,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i09p9m:",,,,,,,,,,,,,,,,Medium,,,,,,,,,,,,,,,0.2,,,,0%,30/Sep/26 12:00 AM,28/Sep/26 12:00 AM,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,,,,
RCR 4466 - Peer Review,SSWIF-4913,110127,Task,To Do,SSWIF,SSWIF,software,dingram1,"dedicated scrum space for ICD Leads, at the request of the SYS product owner and SYS management.",,Medium,,bchadwic,cwhite10,cwhite10,28/Aug/26 11:44 AM,14/Sep/26 11:52 AM,18/Sep/26 3:23 PM,,,PI20,,VA-SSW-ESTP-ICD-001,,,,,,,,,,,30/Sep/26 12:00 AM,0,,,cwhite10,,,,,,,,,,,,,,,,5760,5760,,0%,5760,5760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bchadwic,,,30/Sep/26 12:00 AM,,SSWIF-4577,,,To Do,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i09nuz:",,,,,,,,,,,,,,,,Medium,,,,,,,,,,,,,,,0.2,,,,0%,30/Sep/26 12:00 AM,28/Sep/26 12:00 AM,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,,,,
RCR 4304 - Peer Review,SSWIF-4912,110126,Task,To Do,SSWIF,SSWIF,software,dingram1,"dedicated scrum space for ICD Leads, at the request of the SYS product owner and SYS management.",,Medium,,bchadwic,cwhite10,cwhite10,28/Aug/26 11:44 AM,14/Sep/26 11:49 AM,18/Sep/26 3:23 PM,,,PI20,,VA-SSW-ESTP-ICD-001,,,,,,,,,,,30/Sep/26 12:00 AM,0,,,cwhite10,,,,,,,,,,,,,,,,5760,5760,,0%,5760,5760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bchadwic,,,30/Sep/26 12:00 AM,,SSWIF-4574,,,To Do,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i0ap3g:y",,,,,,,,,,,,,,,,Medium,,,,,,,,,,,,,,,0.2,,,,0%,30/Sep/26 12:00 AM,28/Sep/26 12:00 AM,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,,,,
RCR 4296 - Peer Review,SSWIF-4911,110125,Task,To Do,SSWIF,SSWIF,software,dingram1,"dedicated scrum space for ICD Leads, at the request of the SYS product owner and SYS management.",,Medium,,bchadwic,cwhite10,cwhite10,28/Aug/26 11:42 AM,14/Sep/26 11:52 AM,18/Sep/26 3:23 PM,,,PI20,,VA-SSW-ESTP-ICD-001,,,,,,,,,,,02/Oct/26 12:00 AM,0,,,cwhite10,,,,,,,,,,,,,,,,5760,5760,,0%,5760,5760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bchadwic,,,02/Oct/26 12:00 AM,,SSWIF-4571,,,To Do,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i0aq7w:",,,,,,,,,,,,,,,,Medium,,,,,,,,,,,,,,,0.2,,,,0%,02/Oct/26 12:00 AM,01/Oct/26 12:00 AM,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,,,,
RCR 4467- Peer Review Adj,SSWIF-4910,110124,Task,To Do,SSWIF,SSWIF,software,dingram1,"dedicated scrum space for ICD Leads, at the request of the SYS product owner and SYS management.",,Medium,,cwhite10,cwhite10,cwhite10,28/Aug/26 11:40 AM,14/Sep/26 12:06 PM,18/Sep/26 3:23 PM,,,PI20,,VA-SSW-ESTP-ICD-001,,,,,,,,,,,02/Oct/26 12:00 AM,0,,,cwhite10,,,,,,,,,,,,,,,,2880,2880,,0%,2880,2880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cwhite10,,,02/Oct/26 12:00 AM,,SSWIF-4578,,,In Progress,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i09p8i:",,,,,,,,,,,,,,,,Medium,,,,,,,SSWIF Sprint 20.1,,,,,,,,0.1,,,,0%,02/Oct/26 12:00 AM,01/Oct/26 12:00 AM,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,,,,
RCR 4466 - Peer Review Adj,SSWIF-4909,110123,Task,To Do,SSWIF,SSWIF,software,dingram1,"dedicated scrum space for ICD Leads, at the request of the SYS product owner and SYS management.",,Medium,,cwhite10,cwhite10,cwhite10,28/Aug/26 11:40 AM,14/Sep/26 12:06 PM,18/Sep/26 3:23 PM,,,PI20,,VA-SSW-ESTP-ICD-001,,,,,,,,,,,02/Oct/26 12:00 AM,0,,,cwhite10,,,,,,,,,,,,,,,,2880,2880,,0%,2880,2880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cwhite10,,,02/Oct/26 12:00 AM,,SSWIF-4577,,,To Do,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i09p8g:",,,,,,,,,,,,,,,,Medium,,,,,,,SSWIF Sprint 20.1,,,,,,,,0.1,,,,0%,02/Oct/26 12:00 AM,01/Oct/26 12:00 AM,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,,,,
RCR 4304 - Peer Review Adj,SSWIF-4908,110122,Task,To Do,SSWIF,SSWIF,software,dingram1,"dedicated scrum space for ICD Leads, at the request of the SYS product owner and SYS management.",,Medium,,cwhite10,cwhite10,cwhite10,28/Aug/26 11:39 AM,14/Sep/26 12:06 PM,18/Sep/26 3:23 PM,,,PI20,,VA-SSW-ESTP-ICD-001,,,,,,,,,,,02/Oct/26 12:00 AM,0,,,cwhite10,,,,,,,,,,,,,,,,2880,2880,,0%,2880,2880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cwhite10,,,02/Oct/26 12:00 AM,,SSWIF-4574,,,To Do,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i09p8e:",,,,,,,,,,,,,,,,Medium,,,,,,,SSWIF Sprint 20.1,,,,,,,,0.1,,,,0%,02/Oct/26 12:00 AM,01/Oct/26 12:00 AM,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,,,,
RCR 4296 - Peer Review Adj,SSWIF-4907,110121,Task,To Do,SSWIF,SSWIF,software,dingram1,"dedicated scrum space for ICD Leads, at the request of the SYS product owner and SYS management.",,Medium,,cwhite10,cwhite10,cwhite10,28/Aug/26 11:39 AM,14/Sep/26 12:04 PM,18/Sep/26 3:23 PM,,,PI20,,VA-SSW-ESTP-ICD-001,,,,,,,,,,,30/Sep/26 12:00 AM,0,,,cwhite10,,,,,,,,,,,,,,,,2880,2880,,0%,2880,2880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cwhite10,,,30/Sep/26 12:00 AM,,SSWIF-4571,,,To Do,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i09p8d:",,,,,,,,,,,,,,,,Medium,,,,,,,SSWIF Sprint 20.1,,,,,,,,0.1,,,,0%,30/Sep/26 12:00 AM,28/Sep/26 12:00 AM,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,,,,
Update all ESTP ICD Figures to use the MBSE Figures,SSWIF-4906,110119,Task,To Do,SSWIF,SSWIF,software,dingram1,"dedicated scrum space for ICD Leads, at the request of the SYS product owner and SYS management.",,Medium,,cwhite10,cwhite10,cwhite10,28/Aug/26 9:37 AM,14/Sep/26 12:07 PM,18/Sep/26 3:23 PM,,,PI20,,VA-SSW-ESTP-ICD-001,,,,,,,,,,,,0,,,cwhite10,,,,,,,,,,,,,,,,14400,14400,,0%,14400,14400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cwhite10,,,,,SSWIF-4578,,,In Progress,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i09nv2:",,,,,,,,,,,,,,,,Medium,,,,,,,SSWIF Sprint 20.1,,,,,,,,0.5,,,,0%,25/Sep/26 12:00 AM,22/Sep/26 12:00 AM,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,,,,
RCR 4304 - Add Text for functional elemelents to the ESTP ICD,SSWIF-4905,110118,Task,To Do,SSWIF,SSWIF,software,dingram1,"dedicated scrum space for ICD Leads, at the request of the SYS product owner and SYS management.",,Medium,,cwhite10,cwhite10,cwhite10,28/Aug/26 9:14 AM,14/Sep/26 12:07 PM,18/Sep/26 3:23 PM,,,PI20,,VA-SSW-ESTP-ICD-001,,,,,,,,,,,,0,,,cwhite10,,,,,,,,,,,,,,,,5760,5760,,0%,5760,5760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cwhite10,,,,,SSWIF-4574,,,To Do,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i09nv6:",,,,,,,,,,,,,,,,Medium,,,,,,,SSWIF Sprint 20.1,,,,,,,,0.2,,,,0%,25/Sep/26 12:00 AM,22/Sep/26 12:00 AM,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,,,,
Present ESTP ICD PI 20 Release at CCB,SSWIF-4904,110117,Task,To Do,SSWIF,SSWIF,software,dingram1,"dedicated scrum space for ICD Leads, at the request of the SYS product owner and SYS management.",,Medium,,cwhite10,cwhite10,cwhite10,28/Aug/26 9:10 AM,14/Sep/26 12:11 PM,18/Sep/26 3:23 PM,,,PI20,,VA-SSW-ESTP-ICD-001,,,,,,,,,,,10/Dec/26 12:00 AM,0,,,cwhite10,,,,,,,,,,,,,,,,0,0,,0%,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cwhite10,,,10/Dec/26 12:00 AM,,SSWIF-4587,,,In Progress,,,,,,Sprint,,,,,"Posted on: Mon Sep 14 12:09:43 EDT 2026
Not Needed",,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i09p9g:",,,,,,,,,,,,,,,,Medium,,,,,,,SSWIF Sprint 20.6,,,,,,,,0.0,,,,0%,10/Dec/26 12:00 AM,10/Dec/26 12:00 AM,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,"14/Sep/26 12:09 PM;cwhite10;Not Needed;;;",,,
Hold Kickoff for ESTP ICD PI 20 Release,SSWIF-4903,110116,Task,To Do,SSWIF,SSWIF,software,dingram1,"dedicated scrum space for ICD Leads, at the request of the SYS product owner and SYS management.",,Medium,,cwhite10,cwhite10,cwhite10,28/Aug/26 9:09 AM,14/Sep/26 12:06 PM,18/Sep/26 3:23 PM,,,PI19,,VA-SSW-ESTP-ICD-001,,,,,,,,,,,,0,,,cwhite10,,,,,,,,,,,,,,,,5760,5760,,0%,5760,5760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cwhite10,,,,,SSWIF-4587,,,In Progress,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i0ap3g:",,,,,,,,,,,,,,,,Medium,,,,,,,SSWIF Sprint 19.6,,,,,,,,0.2,,,,,09/Sep/26 12:00 AM,,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,,,,
DOORS Maintenance,SSWIF-4902,110103,Task,Done,SSWIF,SSWIF,software,dingram1,"dedicated scrum space for ICD Leads, at the request of the SYS product owner and SYS management.",,Medium,Done,eencarna,eencarna,eencarna,28/Aug/26 8:36 AM,08/Sep/26 1:13 PM,18/Sep/26 3:23 PM,08/Sep/26 1:10 PM,,PI19,,DOORS PM,,,,,,,,,,,,0,DOORS Maintenance Archive,,eencarna,oighoyiv,,,";08/Sep/26 1:10 PM;oighoyiv;1800",,,,,,,,,,,,5760,3960,1800,31%,5760,3960,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOORS Maintenance Archive,,,,,,,,,,oighoyiv,,,,,SSWIF-4029,,,In Progress,,,,,,Sprint,,,,,"Posted on: Tue Sep 08 13:10:23 EDT 2026
DOORS archive successful",,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i09893:w",,,,,,,,,,,,,,,,Medium,,,,,,,SSWIF Sprint 19.5,,,,,,,,0.2,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,"08/Sep/26 1:10 PM;oighoyiv;DOORS archive successful;;;",,,
XFMRS ICD - PI 21 Task Level Planning and PI 22 Epic Level PLanning,SSWIF-4901,110064,Task,To Do,SSWIF,SSWIF,software,dingram1,"dedicated scrum space for ICD Leads, at the request of the SYS product owner and SYS management.",,Medium,,bchadwic,bchadwic,bchadwic,27/Aug/26 9:27 AM,27/Aug/26 9:27 AM,18/Sep/26 3:23 PM,,,,,VA-SSW-XFMRS-ICD-001,,,,,,,,,,,,0,Planning of all tasks for PI 21 and epic level work for PI 22.,,bchadwic,,,,,,,,,,,,,,,,14400,14400,,0%,14400,14400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bchadwic,,,,,SSWIF-4178,,,To Do,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i0apx0:",,,,,,,,,,,,,,,,Medium,,,,,,,SSWIF Sprint 20.4,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,,,,
XFMRS ICD - Sprint 20.6 Closeout,SSWIF-4900,110063,Task,To Do,SSWIF,SSWIF,software,dingram1,"dedicated scrum space for ICD Leads, at the request of the SYS product owner and SYS management.",,Medium,,bchadwic,bchadwic,bchadwic,27/Aug/26 9:11 AM,27/Aug/26 9:12 AM,18/Sep/26 3:23 PM,,,,,VA-SSW-XFMRS-ICD-001,,,,,,,,,,,,0,"Sprint closeout tasks for the XFMRS ICD:
 * Product Goals statused
 * Retro page filled out
 * Tasking reviewed for next sprint",,bchadwic,,,,,,,,,,,,,,,,2880,2880,,0%,2880,2880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SSWIF-4899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bchadwic,,,,,SSWIF-4178,,,To Do,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i0apws:",,,,,,,,,,,,,,,,Medium,,,,,,,SSWIF Sprint 20.6,,,,,,,,0.1,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,,,,
XFMRS ICD - Sprint 20.5 Closeout,SSWIF-4899,110062,Task,To Do,SSWIF,SSWIF,software,dingram1,"dedicated scrum space for ICD Leads, at the request of the SYS product owner and SYS management.",,Medium,,bchadwic,bchadwic,bchadwic,27/Aug/26 9:10 AM,27/Aug/26 9:11 AM,18/Sep/26 3:23 PM,,,,,VA-SSW-XFMRS-ICD-001,,,,,,,,,,,,0,"Sprint closeout tasks for the XFMRS ICD:
 * Product Goals statused
 * Retro page filled out
 * Tasking reviewed for next sprint",,bchadwic,,,,,,,,,,,,,,,,2880,2880,,0%,2880,2880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SSWIF-4900,,,,SSWIF-4898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bchadwic,,,,,SSWIF-4178,,,To Do,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i0apwk:",,,,,,,,,,,,,,,,Medium,,,,,,,SSWIF Sprint 20.5,,,,,,,,0.1,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,,,,
XFMRS ICD - Sprint 20.4 Closeout,SSWIF-4898,110061,Task,To Do,SSWIF,SSWIF,software,dingram1,"dedicated scrum space for ICD Leads, at the request of the SYS product owner and SYS management.",,Medium,,bchadwic,bchadwic,bchadwic,27/Aug/26 9:09 AM,27/Aug/26 9:10 AM,18/Sep/26 3:23 PM,,,,,VA-SSW-XFMRS-ICD-001,,,,,,,,,,,,0,"Sprint closeout tasks for the XFMRS ICD:
 * Product Goals statused
 * Retro page filled out
 * Tasking reviewed for next sprint",,bchadwic,,,,,,,,,,,,,,,,2880,2880,,0%,2880,2880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SSWIF-4899,,,,SSWIF-4897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bchadwic,,,,,SSWIF-4178,,,To Do,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i0apwc:",,,,,,,,,,,,,,,,Medium,,,,,,,SSWIF Sprint 20.4,,,,,,,,0.1,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,,,,
XFMRS ICD - Sprint 20.3 Closeout,SSWIF-4897,110060,Task,To Do,SSWIF,SSWIF,software,dingram1,"dedicated scrum space for ICD Leads, at the request of the SYS product owner and SYS management.",,Medium,,bchadwic,bchadwic,bchadwic,27/Aug/26 9:08 AM,27/Aug/26 9:09 AM,18/Sep/26 3:23 PM,,,,,VA-SSW-XFMRS-ICD-001,,,,,,,,,,,,0,"Sprint closeout tasks for the XFMRS ICD:
 * Product Goals statused
 * Retro page filled out
 * Tasking reviewed for next sprint",,bchadwic,,,,,,,,,,,,,,,,2880,2880,,0%,2880,2880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SSWIF-4898,,,,SSWIF-4896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bchadwic,,,,,SSWIF-4178,,,To Do,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i0apw4:",,,,,,,,,,,,,,,,Medium,,,,,,,SSWIF Sprint 20.3,,,,,,,,0.1,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,,,,
XFMRS ICD - Sprint 20.2 Closeout,SSWIF-4896,110059,Task,To Do,SSWIF,SSWIF,software,dingram1,"dedicated scrum space for ICD Leads, at the request of the SYS product owner and SYS management.",,Medium,,bchadwic,bchadwic,bchadwic,27/Aug/26 9:07 AM,27/Aug/26 9:08 AM,18/Sep/26 3:23 PM,,,,,VA-SSW-XFMRS-ICD-001,,,,,,,,,,,,0,"Sprint closeout tasks for the XFMRS ICD:
 * Product Goals statused
 * Retro page filled out
 * Tasking reviewed for next sprint",,bchadwic,,,,,,,,,,,,,,,,2880,2880,,0%,2880,2880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SSWIF-4897,,,,SSWIF-4895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bchadwic,,,,,SSWIF-4178,,,To Do,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i0apvw:",,,,,,,,,,,,,,,,Medium,,,,,,,SSWIF Sprint 20.2,,,,,,,,0.1,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,,,,
