Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Component/s,Component/s,Due Date,Votes,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Bug),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Inward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Custom field (Approval History),Custom field (Build Manager),Custom field (Build Manager Responded),Custom field (Build Manager Response),Custom field (CSCI),Custom field (Completion Criteria),Custom field (Configuration Notes),Custom field (Customer),Custom field (Cyber Reviewer KB Comment),Custom field (Cyber Reviewer Responded),Custom field (Cyber Reviewer Response),Custom field (Dependency),Custom field (Dependency Needed From),Custom field (Dependency Owed To),Custom field (Developer),Custom field (Document Number),Custom field (Driver Response),Custom field (ECD),Custom field (Epic Colour),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Epic Workflow Status),Custom field (Features),Custom field (Flagged),Custom field (GitLab URL IP Address),Custom field (Hardware Reviewer KB Comment),Custom field (Hardware Reviewer Responded),Custom field (Hardware Reviewer Response),Custom field (Issue Use),Custom field (Issue Use),Custom field (JQL Query),Custom field (Kickback Count),Custom field (Kickback Message),Custom field (Last Comment),Custom field (MR ID),Custom field (Milestone Entrance Criteria),Custom field (My Last Comment),Custom field (Network Reviewer),Custom field (Network Reviewer KB Comment),Custom field (Network Reviewer Responded),Custom field (Network Reviewer Response),Custom field (Original story points),Custom field (PTR ID),Custom field (Parent Link),Custom field (Peer Reviewer),Custom field (Peer Reviewer 2),Custom field (Peer Reviewer 3),Custom field (Peer Reviewer 3 Alloc (SP)),Custom field (Peer Reviewer 4),Custom field (Peer Reviewer 4 Alloc (SP)),Custom field (Peer Reviewer 5),Custom field (Project Engineer KB Comment),Custom field (Project Engineer Responded),Custom field (Project Engineer Response),Custom field (Project Lead KB Comment),Custom field (Project Lead Responded),Custom field (Project Lead Response),Custom field (Rank),Custom field (Requirement Src),Custom field (Review Checklist),Custom field (Reviewer 1 KB Comment),Custom field (Reviewer 1 Responded),Custom field (Reviewer 1 Response),Custom field (Reviewer 2 KB Comment),Custom field (Reviewer 2 Responded),Custom field (Reviewer 2 Response),Custom field (Reviewer 3 KB Comment),Custom field (Reviewer 3 Responded),Custom field (Reviewer 3 Response),Custom field (Reviewer 4 KB Comment),Custom field (Reviewer 4 Responded),Custom field (Reviewer 4 Response),Custom field (Reviewer 5 KB Comment),Custom field (Reviewer 5 Responded),Custom field (Reviewer 5 Response),Custom field (Risk),Custom field (Safety Reviewer KB Comment),Custom field (Safety Reviewer Responded),Custom field (Safety Reviewer Response),Custom field (Software Reviewer KB Comment),Custom field (Software Reviewer Responded),Custom field (Software Reviewer Response),Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Sr. Peer Reviewer),Custom field (Sr. Peer Reviewer KB Comment),Custom field (Sr. Peer Reviewer Response),Custom field (Sr. Reviewer Responded),Custom field (Status Attribute),Custom field (Story Points),Custom field (Systems Reviewer KB Comment),Custom field (Systems Reviewer Responded),Custom field (Systems Reviewer Response),Custom field (Target Progress),Custom field (Target end),Custom field (Target start),Custom field (Task Points),Custom field (Team),Custom field (Test Reviewer KB Comment),Custom field (Test Reviewer Responded),Custom field (Test Reviewer Response),Custom field (Test Setup),Custom field (Time Spent By User),Custom field (Time Spent Total (hrs)),Custom field (Total Time Estimated (hrs)),Custom field (UUT),Custom field (Visual Verifier Response),Custom field (co-Assignee),Custom field (co-Developer),Custom field (ΣBurnup (%)),Custom field (ΣDone SPs),Custom field (ΣEffort Variance (%)),Custom field (ΣIn Progress SPs),Custom field (ΣOrigEst (Hrs)),Custom field (ΣOriginal SPs),Custom field (ΣPercent Complete (%)),Custom field (ΣPercent Complete (%) (Hrs)),Custom field (ΣPlanned SPs),Custom field (ΣRemaining SPs),Custom field (ΣTime Estimate (Hrs)),Custom field (ΣTime Remaining (Hrs)),Custom field (ΣTime Spent (Hrs)),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
ESTAP Model Integration Closeout,SSWSW-11562,102153,Task,To Do,SSWSW,D454 SSW SW Team,software,gwerbows,"D454 SSW project space of DEV OQE as we R&D.

Our project wiki is on Confluence: https://192.168.3.34/cnfl1/display/DS/D454+SSW+Team+Home

Our process continuous improvement project ""ACE"" (Atlassian Center of Excellence) may be found here: https://192.168.3.34/jira1/secure/RapidBoard.jspa?rapidView=3&projectKey=ACE
 
",https://192.168.3.34/jira1/secure/RapidBoard.jspa?projectKey=SSW&rapidView=1,Medium,,mcollett,mcollett,mcollett,21/May/26 12:38 PM,21/May/26 12:39 PM,18/Sep/26 3:25 PM,,,ESTAP 1.0.0-rc,ESTAP FST,FST,RTR FQT Plan,,,,,ESTAP,,,,,,0,"Before this epic is closed the following must be completed for the ESTAP Model Integration:
 * SDD
 * SRS
 * SBOM
 * Omega Doors
 * Release Notes 
 * Changelog",,mcollett,,,,,,,,,,,,,,0,0,,0%,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'- SDD
- SRS
- SBOM
- Omega Doors
- Release Notes 
- Changelog",,,,,,,,,,,,,,SSWSW-11100,,,To Do,TBD,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,"1|i09n1o:",,,,,,,,,,,,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,246,,,,,,,,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
ESTAP Order Validity Closeout ,SSWSW-11561,102152,Task,To Do,SSWSW,D454 SSW SW Team,software,gwerbows,"D454 SSW project space of DEV OQE as we R&D.

Our project wiki is on Confluence: https://192.168.3.34/cnfl1/display/DS/D454+SSW+Team+Home

Our process continuous improvement project ""ACE"" (Atlassian Center of Excellence) may be found here: https://192.168.3.34/jira1/secure/RapidBoard.jspa?rapidView=3&projectKey=ACE
 
",https://192.168.3.34/jira1/secure/RapidBoard.jspa?projectKey=SSW&rapidView=1,Medium,,mcollett,mcollett,mcollett,21/May/26 12:37 PM,21/May/26 12:37 PM,18/Sep/26 3:25 PM,,,ESTAP 1.0.0-rc,ESTAP FST,FST,RTR FQT Plan,,,,,ESTAP,,,,,,0,"Before this epic is closed the following must be completed for the ESTAP Order Validity:
 * SDD
 * SRS
 * SBOM
 * Omega Doors
 * Release Notes 
 * Changelog",,mcollett,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'- SDD
- SRS
- SBOM
- Omega Doors
- Release Notes 
- Changelog",,,,,,,,,,,,,,SSWSW-11069,,,To Do,TBD,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,"1|i09n1g:",,,,,,,,,,,,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,246,,,,,,,,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
TCAP Order Validity Closeout,SSWSW-11560,102151,Task,To Do,SSWSW,D454 SSW SW Team,software,gwerbows,"D454 SSW project space of DEV OQE as we R&D.

Our project wiki is on Confluence: https://192.168.3.34/cnfl1/display/DS/D454+SSW+Team+Home

Our process continuous improvement project ""ACE"" (Atlassian Center of Excellence) may be found here: https://192.168.3.34/jira1/secure/RapidBoard.jspa?rapidView=3&projectKey=ACE
 
",https://192.168.3.34/jira1/secure/RapidBoard.jspa?projectKey=SSW&rapidView=1,Medium,,mcollett,mcollett,mcollett,21/May/26 12:36 PM,21/May/26 12:36 PM,18/Sep/26 3:25 PM,,,FST,RTR FQT Plan,TCAP 1.0.0-rc,TCAP FST,,,,,TCAP,,,,,,0,"Before this epic is closed the following must be completed for the TCAP Order Validity:
 * SDD
 * SRS
 * SBOM
 * Omega Doors
 * Release Notes 
 * Changelog",,mcollett,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'- SDD
- SRS
- SBOM
- Omega Doors
- Release Notes 
- Changelog",,,,,,,,,,,,,,SSWSW-11022,,,To Do,TBD,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,"1|i09n18:",,,,,,,,,,,,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
TCAP RT Edge Service Interface Closeout ,SSWSW-11559,102149,Task,To Do,SSWSW,D454 SSW SW Team,software,gwerbows,"D454 SSW project space of DEV OQE as we R&D.

Our project wiki is on Confluence: https://192.168.3.34/cnfl1/display/DS/D454+SSW+Team+Home

Our process continuous improvement project ""ACE"" (Atlassian Center of Excellence) may be found here: https://192.168.3.34/jira1/secure/RapidBoard.jspa?rapidView=3&projectKey=ACE
 
",https://192.168.3.34/jira1/secure/RapidBoard.jspa?projectKey=SSW&rapidView=1,Medium,,mcollett,mcollett,mcollett,21/May/26 12:31 PM,21/May/26 12:31 PM,18/Sep/26 3:25 PM,,,FST,RTR FQT Plan,TCAP 1.0.0-rc,TCAP FST,,,,,TCAP,,,,,,0,"Before this epic is closed the following must be completed for the TCAP RT Edge Service Interface:
 * SDD
 * SRS
 * SBOM
 * Omega Doors
 * Release Notes 
 * Changelog",,mcollett,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'- SDD
- SRS
- SBOM
- Omega Doors
- Release Notes 
- Changelog",,,,,,,,,,,,,,SSWSW-11016,,,To Do,TBD,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,"1|i09n0k:",,,,,,,,,,,,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,246,,,,,,,,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
LBTF Close Out,SSWSW-11558,102148,Task,Done,SSWSW,D454 SSW SW Team,software,gwerbows,"D454 SSW project space of DEV OQE as we R&D.

Our project wiki is on Confluence: https://192.168.3.34/cnfl1/display/DS/D454+SSW+Team+Home

Our process continuous improvement project ""ACE"" (Atlassian Center of Excellence) may be found here: https://192.168.3.34/jira1/secure/RapidBoard.jspa?rapidView=3&projectKey=ACE
 
",https://192.168.3.34/jira1/secure/RapidBoard.jspa?projectKey=SSW&rapidView=1,Medium,Done,dpazmino,dpazmino,dpazmino,21/May/26 12:26 PM,09/Sep/26 10:10 AM,18/Sep/26 3:25 PM,09/Sep/26 10:10 AM,,NIOU EST & AUX FQT Plan,NIOU TUBE & AUX FQT Plan,NIOU UMS FQT Plan,NIO X.X.X-rc.X LBTF DROP 2,PI 17,PI 18,PI 19,,NIO,NIO API,,,,,0,,,dpazmino,,,,,,,,,,,,,,14400,14400,,0%,14400,14400,,,,,,,,,,,,,,,,,,,,,,,,,,,SSWSW-11566,SSWSW-11567,SSWSW-11568,SSWSW-11569,SSWSW-11570,SSWSW-11571,SSWSW-11572,SSWSW-11573,SSWSW-11574,SSWSW-11575,SSWSW-11576,SSWSW-11577,SSWSW-11578,SSWSW-11579,SSWSW-11580,SSWSW-11581,SSWSW-11582,SSWSW-11583,SSWSW-11584,,,,,,,,,,,,,,,,,,"'- SRS/ICD
- SBOM?
- Omega Doors
- Release Notes
- Changelog",,,,,,,,,dpazmino,,,,,SSWSW-7230,,,In Progress,TBD,,,,,,Sprint,,,,,"Posted on: Tue Aug 25 18:24:54 EDT 2026
All remaining deliverables have been collected and just need to be DTA'ed/ Sent out to GDMS via the collab site. Will be done in the morning.",,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,"1|i09n0c:",,,,,,,,,,,,,,,,,,Medium,,,,,,,SSWSW Sprint 19.4,SSWSW Sprint 19.5,,,,,,,,,0.5,,,,100%,08/Sep/26 12:00 AM,26/Aug/26 12:00 AM,,244,,,,,,,,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,"25/Aug/26 6:24 PM;dpazmino;All remaining deliverables have been collected and just need to be DTA'ed/ Sent out to GDMS via the collab site. Will be done in the morning.;;;",,,,,,,,,,,,,,,,,,
ESTAP RT Edge Service Interface Closeout Task,SSWSW-11557,102147,Task,To Do,SSWSW,D454 SSW SW Team,software,gwerbows,"D454 SSW project space of DEV OQE as we R&D.

Our project wiki is on Confluence: https://192.168.3.34/cnfl1/display/DS/D454+SSW+Team+Home

Our process continuous improvement project ""ACE"" (Atlassian Center of Excellence) may be found here: https://192.168.3.34/jira1/secure/RapidBoard.jspa?rapidView=3&projectKey=ACE
 
",https://192.168.3.34/jira1/secure/RapidBoard.jspa?projectKey=SSW&rapidView=1,Medium,,mcollett,mcollett,mcollett,21/May/26 12:18 PM,21/May/26 12:18 PM,18/Sep/26 3:25 PM,,,ESTAP 1.0.0-rc,ESTAP FST,FST,RTR FQT Plan,,,,,ESTAP,,,,,,0,"Before this epic is closed the following must be completed for the ESTAP RT Edge Interface:
 * SDD
 * SRS
 * SBOM
 * Omega Doors
 * Release Notes 
 * Changelog",,mcollett,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'- SDD
- SRS
- SBOM
- Omega Doors
- Release Notes 
- Changelog",,,,,,,,,,,,,,SSWSW-11006,,,To Do,TBD,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,"1|i09n04:",,,,,,,,,,,,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,246,,,,,,,,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
ESTAP Failsafe Closeout Task,SSWSW-11556,102146,Task,To Do,SSWSW,D454 SSW SW Team,software,gwerbows,"D454 SSW project space of DEV OQE as we R&D.

Our project wiki is on Confluence: https://192.168.3.34/cnfl1/display/DS/D454+SSW+Team+Home

Our process continuous improvement project ""ACE"" (Atlassian Center of Excellence) may be found here: https://192.168.3.34/jira1/secure/RapidBoard.jspa?rapidView=3&projectKey=ACE
 
",https://192.168.3.34/jira1/secure/RapidBoard.jspa?projectKey=SSW&rapidView=1,Medium,,mcollett,mcollett,mcollett,21/May/26 12:14 PM,21/May/26 12:14 PM,18/Sep/26 3:25 PM,,,ESTAP 1.0.0-rc,ESTAP FST,FST,RTR FQT Plan,,,,,ESTAP,,,,,,0,"Before this epic is closed the following must be completed for the ESTAP Failsafe:
 * SDD
 * SRS
 * SBOM
 * Omega Doors
 * Release Notes 
 * Changelog",,mcollett,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'- SDD
- SRS
- SBOM
- Omega Doors
- Release Notes 
- Changelog",,,,,,,,,,,,,,SSWSW-10796,,,To Do,TBD,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,"1|i09mzw:",,,,,,,,,,,,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,246,,,,,,,,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
TCAP System Status Closeout Task,SSWSW-11555,102145,Task,To Do,SSWSW,D454 SSW SW Team,software,gwerbows,"D454 SSW project space of DEV OQE as we R&D.

Our project wiki is on Confluence: https://192.168.3.34/cnfl1/display/DS/D454+SSW+Team+Home

Our process continuous improvement project ""ACE"" (Atlassian Center of Excellence) may be found here: https://192.168.3.34/jira1/secure/RapidBoard.jspa?rapidView=3&projectKey=ACE
 
",https://192.168.3.34/jira1/secure/RapidBoard.jspa?projectKey=SSW&rapidView=1,Medium,,mcollett,mcollett,mcollett,21/May/26 12:12 PM,21/May/26 12:12 PM,18/Sep/26 3:25 PM,,,FST,PI20,RTR FQT Plan,TCAP 1.0.0-rc,TCAP FST,,,,TCAP,,,,,,0,"Before this epic is closed the following must be completed for the TCAP System Status:
 * SDD
 * SRS
 * SBOM
 * Omega Doors
 * Release Notes 
 * Changelog",,mcollett,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'- SDD
- SRS
- SBOM
- Omega Doors
- Release Notes 
- Changelog",,,,,,,,,,,,,,SSWSW-11023,,,To Do,TBD,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,"1|i09mzo:",,,,,,,,,,,,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,246,,,,,,,,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
TCAP NIO API Interface Closeout Task,SSWSW-11554,102144,Task,To Do,SSWSW,D454 SSW SW Team,software,gwerbows,"D454 SSW project space of DEV OQE as we R&D.

Our project wiki is on Confluence: https://192.168.3.34/cnfl1/display/DS/D454+SSW+Team+Home

Our process continuous improvement project ""ACE"" (Atlassian Center of Excellence) may be found here: https://192.168.3.34/jira1/secure/RapidBoard.jspa?rapidView=3&projectKey=ACE
 
",https://192.168.3.34/jira1/secure/RapidBoard.jspa?projectKey=SSW&rapidView=1,Medium,,mcollett,mcollett,mcollett,21/May/26 12:10 PM,21/May/26 12:10 PM,18/Sep/26 3:25 PM,,,FST,RTR FQT Plan,TCAP 1.0.0-rc,TCAP FST,,,,,TCAP,,,,,,0,"Before this epic is closed the following must be completed for the TCAP NIO API Interface:
 * SDD
 * SRS
 * SBOM
 * Omega Doors
 * Release Notes 
 * Changelog",,mcollett,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'- SDD
- SRS
- SBOM
- Omega Doors
- Release Notes 
- Changelog",,,,,,,,,,,,,,SSWSW-11013,,,To Do,TBD,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,"1|i09mzg:",,,,,,,,,,,,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,246,,,,,,,,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
Closeout Task for ESTAP Calibration,SSWSW-11553,102143,Task,To Do,SSWSW,D454 SSW SW Team,software,gwerbows,"D454 SSW project space of DEV OQE as we R&D.

Our project wiki is on Confluence: https://192.168.3.34/cnfl1/display/DS/D454+SSW+Team+Home

Our process continuous improvement project ""ACE"" (Atlassian Center of Excellence) may be found here: https://192.168.3.34/jira1/secure/RapidBoard.jspa?rapidView=3&projectKey=ACE
 
",https://192.168.3.34/jira1/secure/RapidBoard.jspa?projectKey=SSW&rapidView=1,Medium,,mcollett,mcollett,mcollett,21/May/26 12:09 PM,21/May/26 12:09 PM,18/Sep/26 3:25 PM,,,ESTAP 1.0.0-rc,ESTAP FST,FST,PI20,RTR FQT Plan,,,,ESTAP,,,,,,0,"Before this epic is closed the following must be completed for the ESTAP Calibration:
 * SDD
 * SRS
 * SBOM
 * Omega Doors
 * Release Notes 
 * Changelog",,mcollett,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'- SDD
- SRS
- SBOM
- Omega Doors
- Release Notes 
- Changelog",,,,,,,,,,,,,,SSWSW-11002,,,To Do,TBD,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,"1|i09mz8:",,,,,,,,,,,,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,246,,,,,,,,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
ESTAP Missin Planning Serivce Interface Closeout Task,SSWSW-11552,102141,Task,To Do,SSWSW,D454 SSW SW Team,software,gwerbows,"D454 SSW project space of DEV OQE as we R&D.

Our project wiki is on Confluence: https://192.168.3.34/cnfl1/display/DS/D454+SSW+Team+Home

Our process continuous improvement project ""ACE"" (Atlassian Center of Excellence) may be found here: https://192.168.3.34/jira1/secure/RapidBoard.jspa?rapidView=3&projectKey=ACE
 
",https://192.168.3.34/jira1/secure/RapidBoard.jspa?projectKey=SSW&rapidView=1,Medium,,mcollett,mcollett,mcollett,21/May/26 11:53 AM,21/May/26 11:53 AM,18/Sep/26 3:25 PM,,,ESTAP 1.0.0-rc,ESTAP FST,FST,RTR FQT Plan,,,,,ESTAP,,,,,,0,"Before this epic is closed the following must be completed for the ESTAP Mission Planning Interface:
 * SDD
 * SRS
 * SBOM
 * Omega Doors
 * Release Notes 
 * Changelog",,mcollett,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'- SDD
- SRS
- SBOM
- Omega Doors
- Release Notes 
- Changelog",,,,,,,,,,,,,,SSWSW-10802,,,To Do,TBD,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,"1|i09mys:",,,,,,,,,,,,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,246,,,,,,,,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
ESTAP Interlocks Closeout Task,SSWSW-11551,102139,Task,To Do,SSWSW,D454 SSW SW Team,software,gwerbows,"D454 SSW project space of DEV OQE as we R&D.

Our project wiki is on Confluence: https://192.168.3.34/cnfl1/display/DS/D454+SSW+Team+Home

Our process continuous improvement project ""ACE"" (Atlassian Center of Excellence) may be found here: https://192.168.3.34/jira1/secure/RapidBoard.jspa?rapidView=3&projectKey=ACE
 
",https://192.168.3.34/jira1/secure/RapidBoard.jspa?projectKey=SSW&rapidView=1,Medium,,mcollett,mcollett,mcollett,21/May/26 11:39 AM,21/May/26 11:39 AM,18/Sep/26 3:25 PM,,,ESTAP 1.0.0-rc,ESTAP FST,FST,PI20,RTR FQT Plan,,,,ESTAP,,,,,,0,"Before this epic is closed the following must be completed for the ESTAP Interlocks:
 * SDD
 * SRS
 * SBOM
 * Omega Doors
 * Release Notes 
 * Changelog",,mcollett,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'- SDD
- SRS
- SBOM
- Omega Doors
- Release Notes 
- Changelog",,,,,,,,,,,,,,SSWSW-10805,,,To Do,TBD,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,"1|i09myc:",,,,,,,,,,,,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,246,,,,,,,,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
OBE,SSWSW-11550,102138,Epic,To Do,SSWSW,D454 SSW SW Team,software,gwerbows,"D454 SSW project space of DEV OQE as we R&D.

Our project wiki is on Confluence: https://192.168.3.34/cnfl1/display/DS/D454+SSW+Team+Home

Our process continuous improvement project ""ACE"" (Atlassian Center of Excellence) may be found here: https://192.168.3.34/jira1/secure/RapidBoard.jspa?rapidView=3&projectKey=ACE
 
",https://192.168.3.34/jira1/secure/RapidBoard.jspa?projectKey=SSW&rapidView=1,Medium,,dpazmino,dpazmino,dpazmino,21/May/26 11:37 AM,03/Jun/26 1:22 PM,18/Sep/26 3:25 PM,,,PI 9,,,,,,,,,,,,,,0,,,dpazmino,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dpazmino,,,,ghx-label-5,,OBE,To Do,,TBD,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,"1|i09my4:",,,,,,,,,,,,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
ESTAP System Status Closeout Task,SSWSW-11549,102137,Task,To Do,SSWSW,D454 SSW SW Team,software,gwerbows,"D454 SSW project space of DEV OQE as we R&D.

Our project wiki is on Confluence: https://192.168.3.34/cnfl1/display/DS/D454+SSW+Team+Home

Our process continuous improvement project ""ACE"" (Atlassian Center of Excellence) may be found here: https://192.168.3.34/jira1/secure/RapidBoard.jspa?rapidView=3&projectKey=ACE
 
",https://192.168.3.34/jira1/secure/RapidBoard.jspa?projectKey=SSW&rapidView=1,Medium,,mcollett,mcollett,mcollett,21/May/26 11:37 AM,21/May/26 11:37 AM,18/Sep/26 3:25 PM,,,ESTAP 1.0.0-rc,ESTAP FST,FST,PI20,RTR FQT Plan,,,,ESTAP,,,,,,0,"Before this epic is closed the following must be completed for the ESTAP System Status:
 * SDD
 * SRS
 * SBOM
 * Omega Doors
 * Release Notes 
 * Changelog",,mcollett,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'- SDD
- SRS
- SBOM
- Omega Doors
- Release Notes 
- Changelog",,,,,,,,,,,,,,SSWSW-9632,,,To Do,TBD,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,"1|i09mxw:",,,,,,,,,,,,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,246,,,,,,,,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
