severity,category,jira_key,project_key,issue_type,summary,field,old_value,new_value,color,message,reviewer_action,source_row
Info,AddedEpic,OPS-5000,OPS,Epic,Scale Rows - Operations - Release checklist automation wave 01,Jira Target Start,,2026-10-05,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,75
Info,AddedEpic,OPS-5000,OPS,Epic,Scale Rows - Operations - Release checklist automation wave 01,Jira Target End,,2026-11-02,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,75
Info,AddedEpic,OPS-5010,OPS,Epic,Scale Rows - Operations - Support workflow routing wave 11,Name,,Scale Rows - Operations - Support workflow routing wave 11,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,79
Info,AddedEpic,OPS-5010,OPS,Epic,Scale Rows - Operations - Support workflow routing wave 11,Rollup Key,,Operations Q1,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,79
Info,AddedEpic,OPS-5010,OPS,Epic,Scale Rows - Operations - Support workflow routing wave 11,Resource Group,,Operations,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,79
Info,AddedEpic,OPS-5010,OPS,Epic,Scale Rows - Operations - Support workflow routing wave 11,% Complete,,5,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,79
Info,AddedEpic,OPS-5010,OPS,Epic,Scale Rows - Operations - Support workflow routing wave 11,Total Story Points,,19,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,79
Info,AddedEpic,OPS-5010,OPS,Epic,Scale Rows - Operations - Support workflow routing wave 11,Completed Story Points,,1,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,79
Info,AddedEpic,OPS-5010,OPS,Epic,Scale Rows - Operations - Support workflow routing wave 11,Jira Target Start,,2026-06-22,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,79
Info,AddedEpic,OPS-5010,OPS,Epic,Scale Rows - Operations - Support workflow routing wave 11,Jira Target End,,2026-07-20,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,79
Info,AddedEpic,OPS-5001,OPS,Epic,Scale Rows - Operations - Incident readiness wave 02,Name,,Scale Rows - Operations - Incident readiness wave 02,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,80
Info,AddedEpic,OPS-5001,OPS,Epic,Scale Rows - Operations - Incident readiness wave 02,Rollup Key,,Operations Q2,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,80
Info,AddedEpic,OPS-5001,OPS,Epic,Scale Rows - Operations - Incident readiness wave 02,Resource Group,,Operations,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,80
Info,AddedEpic,OPS-5001,OPS,Epic,Scale Rows - Operations - Incident readiness wave 02,% Complete,,22,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,80
Info,AddedEpic,OPS-5001,OPS,Epic,Scale Rows - Operations - Incident readiness wave 02,Total Story Points,,27,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,80
Info,AddedEpic,OPS-5001,OPS,Epic,Scale Rows - Operations - Incident readiness wave 02,Completed Story Points,,6,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,80
Info,AddedEpic,OPS-5001,OPS,Epic,Scale Rows - Operations - Incident readiness wave 02,Jira Target Start,,2026-10-12,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,80
Info,AddedEpic,OPS-5001,OPS,Epic,Scale Rows - Operations - Incident readiness wave 02,Jira Target End,,2026-11-16,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,80
Info,AddedEpic,OPS-5011,OPS,Epic,Scale Rows - Operations - Change advisory preparation wave 12,Name,,Scale Rows - Operations - Change advisory preparation wave 12,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,83
Info,AddedEpic,OPS-5011,OPS,Epic,Scale Rows - Operations - Change advisory preparation wave 12,Rollup Key,,Operations Q2,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,83
Info,AddedEpic,OPS-5011,OPS,Epic,Scale Rows - Operations - Change advisory preparation wave 12,Resource Group,,Operations,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,83
Info,AddedEpic,OPS-5011,OPS,Epic,Scale Rows - Operations - Change advisory preparation wave 12,% Complete,,53,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,83
Info,AddedEpic,OPS-5011,OPS,Epic,Scale Rows - Operations - Change advisory preparation wave 12,Total Story Points,,19,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,83
Info,AddedEpic,OPS-5011,OPS,Epic,Scale Rows - Operations - Change advisory preparation wave 12,Completed Story Points,,10,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,83
Info,AddedEpic,OPS-5011,OPS,Epic,Scale Rows - Operations - Change advisory preparation wave 12,Jira Target Start,,2026-06-29,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,83
Info,AddedEpic,OPS-5011,OPS,Epic,Scale Rows - Operations - Change advisory preparation wave 12,Jira Target End,,2026-08-03,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,83
Info,AddedEpic,OPS-5002,OPS,Epic,Scale Rows - Operations - Support workflow routing wave 03,Name,,Scale Rows - Operations - Support workflow routing wave 03,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,84
Info,AddedEpic,OPS-5002,OPS,Epic,Scale Rows - Operations - Support workflow routing wave 03,Rollup Key,,Operations Q1,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,84
Info,AddedEpic,OPS-5002,OPS,Epic,Scale Rows - Operations - Support workflow routing wave 03,Resource Group,,Operations,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,84
Info,AddedEpic,OPS-5002,OPS,Epic,Scale Rows - Operations - Support workflow routing wave 03,% Complete,,50,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,84
Info,AddedEpic,OPS-5002,OPS,Epic,Scale Rows - Operations - Support workflow routing wave 03,Total Story Points,,22,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,84
Info,AddedEpic,OPS-5002,OPS,Epic,Scale Rows - Operations - Support workflow routing wave 03,Completed Story Points,,11,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,84
Info,AddedEpic,OPS-5002,OPS,Epic,Scale Rows - Operations - Support workflow routing wave 03,Jira Target Start,,2026-10-19,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,84
Info,AddedEpic,OPS-5002,OPS,Epic,Scale Rows - Operations - Support workflow routing wave 03,Jira Target End,,2026-11-30,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,84
Info,AddedEpic,OPS-5012,OPS,Epic,Scale Rows - Operations - Runbook modernization wave 13,Name,,Scale Rows - Operations - Runbook modernization wave 13,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,86
Info,AddedEpic,OPS-5012,OPS,Epic,Scale Rows - Operations - Runbook modernization wave 13,Rollup Key,,Operations Q1,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,86
Info,AddedEpic,OPS-5012,OPS,Epic,Scale Rows - Operations - Runbook modernization wave 13,Resource Group,,Operations,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,86
Info,AddedEpic,OPS-5012,OPS,Epic,Scale Rows - Operations - Runbook modernization wave 13,% Complete,,32,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,86
Info,AddedEpic,OPS-5012,OPS,Epic,Scale Rows - Operations - Runbook modernization wave 13,Total Story Points,,19,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,86
Info,AddedEpic,OPS-5012,OPS,Epic,Scale Rows - Operations - Runbook modernization wave 13,Completed Story Points,,6,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,86
Info,AddedEpic,OPS-5012,OPS,Epic,Scale Rows - Operations - Runbook modernization wave 13,Jira Target Start,,2026-07-06,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,86
Info,AddedEpic,OPS-5012,OPS,Epic,Scale Rows - Operations - Runbook modernization wave 13,Jira Target End,,2026-08-17,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,86
Info,AddedEpic,OPS-5003,OPS,Epic,Scale Rows - Operations - Change advisory preparation wave 04,Name,,Scale Rows - Operations - Change advisory preparation wave 04,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,87
Info,AddedEpic,OPS-5003,OPS,Epic,Scale Rows - Operations - Change advisory preparation wave 04,Rollup Key,,Operations Q2,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,87
Info,AddedEpic,OPS-5003,OPS,Epic,Scale Rows - Operations - Change advisory preparation wave 04,Resource Group,,Operations,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,87
Info,AddedEpic,OPS-5003,OPS,Epic,Scale Rows - Operations - Change advisory preparation wave 04,% Complete,,30,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,87
Info,AddedEpic,OPS-5003,OPS,Epic,Scale Rows - Operations - Change advisory preparation wave 04,Total Story Points,,20,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,87
Info,AddedEpic,OPS-5003,OPS,Epic,Scale Rows - Operations - Change advisory preparation wave 04,Completed Story Points,,6,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,87
Info,AddedEpic,OPS-5003,OPS,Epic,Scale Rows - Operations - Change advisory preparation wave 04,Jira Target Start,,2026-10-26,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,87
Info,AddedEpic,OPS-5003,OPS,Epic,Scale Rows - Operations - Change advisory preparation wave 04,Jira Target End,,2026-12-14,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,87
Info,AddedEpic,OPS-5013,OPS,Epic,Scale Rows - Operations - Capacity review wave 14,Name,,Scale Rows - Operations - Capacity review wave 14,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,88
Info,AddedEpic,OPS-5013,OPS,Epic,Scale Rows - Operations - Capacity review wave 14,Rollup Key,,Operations Q2,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,88
Info,AddedEpic,OPS-5013,OPS,Epic,Scale Rows - Operations - Capacity review wave 14,Resource Group,,Operations,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,88
Info,AddedEpic,OPS-5013,OPS,Epic,Scale Rows - Operations - Capacity review wave 14,% Complete,,42,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,88
Info,AddedEpic,OPS-5013,OPS,Epic,Scale Rows - Operations - Capacity review wave 14,Total Story Points,,19,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,88
Info,AddedEpic,OPS-5013,OPS,Epic,Scale Rows - Operations - Capacity review wave 14,Completed Story Points,,8,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,88
Info,AddedEpic,OPS-5013,OPS,Epic,Scale Rows - Operations - Capacity review wave 14,Jira Target Start,,2026-07-13,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,88
Info,AddedEpic,OPS-5013,OPS,Epic,Scale Rows - Operations - Capacity review wave 14,Jira Target End,,2026-08-31,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,88
Info,AddedEpic,OPS-5004,OPS,Epic,Scale Rows - Operations - Runbook modernization wave 05,Name,,Scale Rows - Operations - Runbook modernization wave 05,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,89
Info,AddedEpic,OPS-5004,OPS,Epic,Scale Rows - Operations - Runbook modernization wave 05,Rollup Key,,Operations Q1,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,89
Info,AddedEpic,OPS-5004,OPS,Epic,Scale Rows - Operations - Runbook modernization wave 05,Resource Group,,Operations,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,89
Info,AddedEpic,OPS-5004,OPS,Epic,Scale Rows - Operations - Runbook modernization wave 05,% Complete,,46,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,89
Info,AddedEpic,OPS-5004,OPS,Epic,Scale Rows - Operations - Runbook modernization wave 05,Total Story Points,,24,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,89
Info,AddedEpic,OPS-5004,OPS,Epic,Scale Rows - Operations - Runbook modernization wave 05,Completed Story Points,,11,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,89
Info,AddedEpic,OPS-5004,OPS,Epic,Scale Rows - Operations - Runbook modernization wave 05,Jira Target Start,,2026-11-02,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,89
Info,AddedEpic,OPS-5004,OPS,Epic,Scale Rows - Operations - Runbook modernization wave 05,Jira Target End,,2026-12-28,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,89
Info,AddedEpic,OPS-5014,OPS,Epic,Scale Rows - Operations - Monitoring handoff wave 15,Name,,Scale Rows - Operations - Monitoring handoff wave 15,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,90
Info,AddedEpic,OPS-5014,OPS,Epic,Scale Rows - Operations - Monitoring handoff wave 15,Rollup Key,,Operations Q1,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,90
Info,AddedEpic,OPS-5014,OPS,Epic,Scale Rows - Operations - Monitoring handoff wave 15,Resource Group,,Operations,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,90
Info,AddedEpic,OPS-5014,OPS,Epic,Scale Rows - Operations - Monitoring handoff wave 15,% Complete,,32,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,90
Info,AddedEpic,OPS-5014,OPS,Epic,Scale Rows - Operations - Monitoring handoff wave 15,Total Story Points,,19,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,90
Info,AddedEpic,OPS-5014,OPS,Epic,Scale Rows - Operations - Monitoring handoff wave 15,Completed Story Points,,6,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,90
Info,AddedEpic,OPS-5014,OPS,Epic,Scale Rows - Operations - Monitoring handoff wave 15,Jira Target Start,,2026-07-20,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,90
Info,AddedEpic,OPS-5014,OPS,Epic,Scale Rows - Operations - Monitoring handoff wave 15,Jira Target End,,2026-09-14,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,90
Info,AddedEpic,OPS-5005,OPS,Epic,Scale Rows - Operations - Capacity review wave 06,Name,,Scale Rows - Operations - Capacity review wave 06,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,91
Info,AddedEpic,OPS-5005,OPS,Epic,Scale Rows - Operations - Capacity review wave 06,Rollup Key,,Operations Q2,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,91
Info,AddedEpic,OPS-5005,OPS,Epic,Scale Rows - Operations - Capacity review wave 06,Resource Group,,Operations,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,91
Info,AddedEpic,OPS-5005,OPS,Epic,Scale Rows - Operations - Capacity review wave 06,% Complete,,33,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,91
Info,AddedEpic,OPS-5005,OPS,Epic,Scale Rows - Operations - Capacity review wave 06,Total Story Points,,21,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,91
Info,AddedEpic,OPS-5005,OPS,Epic,Scale Rows - Operations - Capacity review wave 06,Completed Story Points,,7,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,91
Info,AddedEpic,OPS-5005,OPS,Epic,Scale Rows - Operations - Capacity review wave 06,Jira Target Start,,2026-11-09,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,91
Info,AddedEpic,OPS-5005,OPS,Epic,Scale Rows - Operations - Capacity review wave 06,Jira Target End,,2026-12-07,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,91
Info,AddedEpic,OPS-5015,OPS,Epic,Scale Rows - Operations - Service review cadence wave 16,Name,,Scale Rows - Operations - Service review cadence wave 16,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,92
Info,AddedEpic,OPS-5015,OPS,Epic,Scale Rows - Operations - Service review cadence wave 16,Rollup Key,,Operations Q2,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,92
Info,AddedEpic,OPS-5015,OPS,Epic,Scale Rows - Operations - Service review cadence wave 16,Resource Group,,Operations,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,92
Info,AddedEpic,OPS-5015,OPS,Epic,Scale Rows - Operations - Service review cadence wave 16,% Complete,,58,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,92
Info,AddedEpic,OPS-5015,OPS,Epic,Scale Rows - Operations - Service review cadence wave 16,Total Story Points,,19,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,92
Info,AddedEpic,OPS-5015,OPS,Epic,Scale Rows - Operations - Service review cadence wave 16,Completed Story Points,,11,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,92
Info,AddedEpic,OPS-5015,OPS,Epic,Scale Rows - Operations - Service review cadence wave 16,Jira Target Start,,2026-07-27,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,92
Info,AddedEpic,OPS-5015,OPS,Epic,Scale Rows - Operations - Service review cadence wave 16,Jira Target End,,2026-08-24,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,92
Info,AddedEpic,OPS-5006,OPS,Epic,Scale Rows - Operations - Monitoring handoff wave 07,Name,,Scale Rows - Operations - Monitoring handoff wave 07,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,93
Info,AddedEpic,OPS-5006,OPS,Epic,Scale Rows - Operations - Monitoring handoff wave 07,Rollup Key,,Operations Q1,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,93
Info,AddedEpic,OPS-5006,OPS,Epic,Scale Rows - Operations - Monitoring handoff wave 07,Resource Group,,Operations,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,93
Info,AddedEpic,OPS-5006,OPS,Epic,Scale Rows - Operations - Monitoring handoff wave 07,% Complete,,41,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,93
Info,AddedEpic,OPS-5006,OPS,Epic,Scale Rows - Operations - Monitoring handoff wave 07,Total Story Points,,27,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,93
Info,AddedEpic,OPS-5006,OPS,Epic,Scale Rows - Operations - Monitoring handoff wave 07,Completed Story Points,,11,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,93
Info,AddedEpic,OPS-5006,OPS,Epic,Scale Rows - Operations - Monitoring handoff wave 07,Jira Target Start,,2026-11-16,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,93
Info,AddedEpic,OPS-5006,OPS,Epic,Scale Rows - Operations - Monitoring handoff wave 07,Jira Target End,,2026-12-21,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,93
Info,AddedEpic,OPS-5016,OPS,Epic,Scale Rows - Operations - Release checklist automation wave 17,Name,,Scale Rows - Operations - Release checklist automation wave 17,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,94
Info,AddedEpic,OPS-5016,OPS,Epic,Scale Rows - Operations - Release checklist automation wave 17,Rollup Key,,Operations Q1,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,94
Info,AddedEpic,OPS-5016,OPS,Epic,Scale Rows - Operations - Release checklist automation wave 17,Resource Group,,Operations,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,94
Info,AddedEpic,OPS-5016,OPS,Epic,Scale Rows - Operations - Release checklist automation wave 17,% Complete,,26,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,94
Info,AddedEpic,OPS-5016,OPS,Epic,Scale Rows - Operations - Release checklist automation wave 17,Total Story Points,,19,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,94
Info,AddedEpic,OPS-5016,OPS,Epic,Scale Rows - Operations - Release checklist automation wave 17,Completed Story Points,,5,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,94
Info,AddedEpic,OPS-5016,OPS,Epic,Scale Rows - Operations - Release checklist automation wave 17,Jira Target Start,,2026-08-03,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,94
Info,AddedEpic,OPS-5016,OPS,Epic,Scale Rows - Operations - Release checklist automation wave 17,Jira Target End,,2026-09-07,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,94
Info,AddedEpic,OPS-5007,OPS,Epic,Scale Rows - Operations - Service review cadence wave 08,Name,,Scale Rows - Operations - Service review cadence wave 08,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,95
